GEO.id,GEO.id2,GEO.display-label,B15002_001E,B15002_001M,B15002_001MA,B15002_001EA,B15002_002E,B15002_002EA,B15002_002M,B15002_002MA,B15002_003E,B15002_003EA,B15002_003M,B15002_003MA,B15002_004E,B15002_004M,B15002_004MA,B15002_004EA,B15002_005E,B15002_005EA,B15002_005M,B15002_005MA,B15002_006E,B15002_006M,B15002_006MA,B15002_006EA,B15002_007E,B15002_007EA,B15002_007M,B15002_007MA,B15002_008E,B15002_008M,B15002_008MA,B15002_008EA,B15002_009E,B15002_009EA,B15002_009M,B15002_009MA,B15002_010E,B15002_010M,B15002_010MA,B15002_010EA,B15002_011E,B15002_011M,B15002_011MA,B15002_011EA,B15002_012E,B15002_012EA,B15002_012M,B15002_012MA,B15002_013E,B15002_013M,B15002_013MA,B15002_013EA,B15002_014E,B15002_014M,B15002_014MA,B15002_014EA,B15002_015E,B15002_015EA,B15002_015M,B15002_015MA,B15002_016E,B15002_016M,B15002_016MA,B15002_016EA,B15002_017E,B15002_017EA,B15002_017M,B15002_017MA,B15002_018E,B15002_018EA,B15002_018M,B15002_018MA,B15002_019E,B15002_019EA,B15002_019M,B15002_019MA,B15002_020E,B15002_020M,B15002_020MA,B15002_020EA,B15002_021E,B15002_021M,B15002_021MA,B15002_021EA,B15002_022E,B15002_022M,B15002_022MA,B15002_022EA,B15002_023E,B15002_023EA,B15002_023M,B15002_023MA,B15002_024E,B15002_024M,B15002_024MA,B15002_024EA,B15002_025E,B15002_025EA,B15002_025M,B15002_025MA,B15002_026E,B15002_026M,B15002_026MA,B15002_026EA,B15002_027E,B15002_027M,B15002_027MA,B15002_027EA,B15002_028E,B15002_028EA,B15002_028M,B15002_028MA,B15002_029E,B15002_029EA,B15002_029M,B15002_029MA,B15002_030E,B15002_030M,B15002_030MA,B15002_030EA,B15002_031E,B15002_031EA,B15002_031M,B15002_031MA,B15002_032E,B15002_032M,B15002_032MA,B15002_032EA,B15002_033E,B15002_033EA,B15002_033M,B15002_033MA,B15002_034E,B15002_034EA,B15002_034M,B15002_034MA,B15002_035E,B15002_035M,B15002_035MA,B15002_035EA
1600000US4148650,4100548650,"Milwaukie city, Oregon",15565,503,null,null,7652,null,470,null,59,null,83,null,1,6,null,null,10,null,22,null,31,42,null,null,60,null,52,null,83,48,null,null,101,null,78,null,74,53,null,null,1813,312,null,null,565,null,143,null,1543,235,null,null,613,226,null,null,2018,null,402,null,514,146,null,null,78,null,61,null,89,null,57,null,7913,null,362,null,61,58,null,null,9,14,null,null,0,24,null,null,43,null,34,null,59,70,null,null,18,null,19,null,26,30,null,null,139,73,null,null,1533,null,314,null,635,null,161,null,1270,210,null,null,792,null,208,null,2011,306,null,null,900,null,196,null,224,null,101,null,193,93,null,null
1600000US4149450,4100549450,"Molalla city, Oregon",6692,314,null,null,3186,null,241,null,43,null,56,null,0,20,null,null,5,null,12,null,0,20,null,null,18,null,28,null,77,93,null,null,95,null,81,null,70,61,null,null,875,250,null,null,406,null,146,null,799,335,null,null,443,160,null,null,311,null,138,null,44,35,null,null,0,null,20,null,0,null,20,null,3506,null,296,null,17,29,null,null,0,20,null,null,0,20,null,null,0,null,20,null,0,20,null,null,20,null,27,null,44,58,null,null,38,54,null,null,1080,null,298,null,403,null,138,null,751,258,null,null,429,null,152,null,514,208,null,null,195,null,159,null,0,null,20,null,15,25,null,null
1600000US4150236,4100550235,"Mount Hood Villages CDP, Oregon",3347,480,null,null,1775,null,350,null,22,null,34,null,8,15,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,13,null,21,null,0,13,null,null,398,182,null,null,60,null,39,null,504,172,null,null,244,237,null,null,325,null,120,null,160,80,null,null,31,null,29,null,10,null,16,null,1572,null,210,null,0,13,null,null,0,13,null,null,0,13,null,null,0,null,13,null,0,13,null,null,23,null,30,null,0,13,null,null,0,13,null,null,372,null,143,null,97,null,82,null,403,158,null,null,125,null,83,null,333,146,null,null,210,null,96,null,9,null,16,null,0,13,null,null
1600000US4150450,4100550450,"Mulino CDP, Oregon",1713,380,null,null,843,null,204,null,0,null,13,null,0,13,null,null,0,null,13,null,15,23,null,null,0,null,13,null,0,13,null,null,0,null,13,null,8,13,null,null,204,98,null,null,117,null,62,null,108,61,null,null,184,127,null,null,110,null,66,null,60,50,null,null,7,null,11,null,30,null,25,null,870,null,199,null,10,16,null,null,0,13,null,null,0,13,null,null,0,null,13,null,9,14,null,null,8,null,12,null,0,13,null,null,19,21,null,null,300,null,174,null,92,null,54,null,123,74,null,null,53,null,41,null,185,80,null,null,30,null,28,null,24,null,23,null,17,20,null,null
1600000US4153900,4100553900,"Oak Grove CDP, Oregon",12978,960,null,null,6561,null,623,null,85,null,77,null,0,20,null,null,98,null,134,null,146,95,null,null,62,null,75,null,21,28,null,null,41,null,60,null,91,61,null,null,1703,277,null,null,683,null,274,null,846,181,null,null,744,254,null,null,1377,null,371,null,530,203,null,null,62,null,55,null,72,null,44,null,6417,null,498,null,3,7,null,null,17,30,null,null,123,86,null,null,60,null,75,null,39,63,null,null,203,null,146,null,31,33,null,null,71,51,null,null,1538,null,329,null,489,null,130,null,1176,296,null,null,611,null,203,null,1165,205,null,null,727,null,188,null,74,null,45,null,90,59,null,null
1600000US4154325,4100554325,"Oatfield CDP, Oregon",9688,809,null,null,4513,null,413,null,0,null,20,null,1,2,null,null,0,null,20,null,47,90,null,null,23,null,29,null,19,29,null,null,16,null,25,null,120,96,null,null,1079,282,null,null,263,null,99,null,872,224,null,null,410,143,null,null,1119,null,227,null,377,161,null,null,112,null,81,null,55,null,49,null,5175,null,535,null,0,20,null,null,46,64,null,null,0,20,null,null,17,null,26,null,146,113,null,null,37,null,41,null,29,34,null,null,82,72,null,null,1153,null,356,null,207,null,106,null,1172,300,null,null,462,null,179,null,1168,263,null,null,529,null,166,null,39,null,36,null,88,82,null,null
1600000US4155200,4100555200,"Oregon City city, Oregon",25733,763,null,null,12703,null,573,null,31,null,36,null,0,27,null,null,3,null,5,null,131,149,null,null,64,null,55,null,229,114,null,null,85,null,71,null,119,77,null,null,3667,449,null,null,1197,null,240,null,2272,372,null,null,1266,288,null,null,2696,null,540,null,599,250,null,null,195,null,94,null,149,null,100,null,13030,null,471,null,46,41,null,null,17,28,null,null,23,37,null,null,192,null,136,null,113,78,null,null,122,null,86,null,171,92,null,null,171,121,null,null,3208,null,437,null,1235,null,219,null,2079,305,null,null,1399,null,294,null,3266,423,null,null,776,null,198,null,88,null,58,null,124,65,null,null
1600000US4159000,4105159000,"Portland city, Oregon",486100,1499,null,null,240412,null,1327,null,2904,null,399,null,689,237,null,null,1742,null,389,null,1537,330,null,null,2090,null,601,null,1605,304,null,null,2608,null,540,null,3636,548,null,null,40122,1784,null,null,12675,null,883,null,36106,1470,null,null,16473,1082,null,null,72436,null,2095,null,28745,1216,null,null,11148,null,828,null,5896,null,513,null,245688,null,1097,null,3628,441,null,null,1120,348,null,null,1578,281,null,null,1865,null,413,null,1109,272,null,null,1708,null,335,null,1737,410,null,null,3247,522,null,null,33248,null,1528,null,12647,null,823,null,32701,1419,null,null,16920,null,1017,null,79304,1912,null,null,39035,null,1263,null,9953,null,868,null,5888,562,null,null
1600000US4161550,4100561550,"Rhododendron CDP, Oregon",173,118,null,null,71,null,58,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,38,51,null,null,10,null,18,null,0,13,null,null,23,26,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,null,13,null,102,null,71,null,0,13,null,null,0,13,null,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,0,13,null,null,30,null,48,null,10,null,16,null,19,16,null,null,0,null,13,null,43,51,null,null,0,null,13,null,0,null,13,null,0,13,null,null
1600000US4162250,4100562250,"Rivergrove city, Oregon",390,94,null,null,182,null,54,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,7,null,14,null,0,13,null,null,14,8,null,null,11,null,11,null,35,24,null,null,2,2,null,null,64,null,47,null,27,13,null,null,11,null,9,null,11,null,10,null,208,null,52,null,0,13,null,null,0,13,null,null,0,13,null,null,2,null,3,null,0,13,null,null,0,null,13,null,0,13,null,null,2,3,null,null,22,null,12,null,4,null,7,null,16,10,null,null,16,null,10,null,65,28,null,null,60,null,32,null,14,null,11,null,7,6,null,null
1600000US4165250,4100565250,"Sandy city, Oregon",8044,346,null,null,3911,null,280,null,32,null,46,null,13,34,null,null,60,null,72,null,2,7,null,null,0,null,20,null,28,35,null,null,79,null,85,null,66,55,null,null,1082,389,null,null,362,null,158,null,1011,387,null,null,400,163,null,null,487,null,169,null,223,131,null,null,18,null,31,null,48,null,53,null,4133,null,219,null,27,36,null,null,0,20,null,null,11,21,null,null,0,null,20,null,19,24,null,null,16,null,23,null,56,47,null,null,46,42,null,null,972,null,275,null,480,null,177,null,735,188,null,null,716,null,346,null,830,230,null,null,177,null,124,null,22,null,27,null,26,38,null,null
1600000US4169800,4100569800,"Stafford CDP, Oregon",1389,311,null,null,685,null,189,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,79,71,null,null,8,null,14,null,100,87,null,null,0,13,null,null,343,null,143,null,52,45,null,null,54,null,58,null,49,null,61,null,704,null,153,null,0,13,null,null,0,13,null,null,0,13,null,null,15,null,26,null,0,13,null,null,0,null,13,null,0,13,null,null,0,13,null,null,58,null,54,null,64,null,57,null,66,54,null,null,22,null,37,null,273,110,null,null,137,null,86,null,69,null,65,null,0,13,null,null
1600000US4174950,4106774950,"Tualatin city, Oregon",18946,515,null,null,9303,null,391,null,314,null,167,null,67,68,null,null,10,null,23,null,15,20,null,null,23,null,34,null,21,18,null,null,18,null,26,null,149,90,null,null,1623,292,null,null,739,null,206,null,1342,244,null,null,714,175,null,null,2820,null,289,null,977,206,null,null,233,null,85,null,238,null,100,null,9643,null,426,null,56,42,null,null,0,24,null,null,185,177,null,null,50,null,51,null,32,34,null,null,14,null,18,null,25,35,null,null,126,84,null,null,1604,null,327,null,848,null,198,null,1620,232,null,null,772,null,166,null,2525,276,null,null,1300,null,247,null,290,null,100,null,196,98,null,null
1600000US4180150,4100580150,"West Linn city, Oregon",18654,520,null,null,8905,null,350,null,38,null,46,null,11,17,null,null,0,null,24,null,2,5,null,null,35,null,42,null,29,46,null,null,116,null,184,null,53,50,null,null,720,197,null,null,334,null,124,null,1285,281,null,null,544,148,null,null,3462,null,406,null,1473,294,null,null,512,null,157,null,291,null,115,null,9749,null,395,null,41,39,null,null,11,18,null,null,0,24,null,null,11,null,13,null,0,24,null,null,24,null,37,null,46,47,null,null,57,61,null,null,1246,null,240,null,495,null,190,null,1220,288,null,null,599,null,161,null,3936,412,null,null,1554,null,286,null,334,null,101,null,175,94,null,null
1600000US4182800,4100582800,"Wilsonville city, Oregon",18557,531,null,null,8178,null,451,null,49,null,57,null,0,24,null,null,10,null,23,null,0,24,null,null,0,null,24,null,71,60,null,null,99,null,78,null,101,69,null,null,1511,450,null,null,404,null,150,null,1126,247,null,null,608,228,null,null,2852,null,353,null,740,205,null,null,414,null,147,null,193,null,92,null,10379,null,480,null,120,82,null,null,0,24,null,null,0,24,null,null,89,null,58,null,46,54,null,null,22,null,29,null,76,49,null,null,78,45,null,null,2193,null,283,null,830,null,216,null,1710,308,null,null,1001,null,203,null,2951,423,null,null,925,null,233,null,74,null,55,null,264,100,null,null
1600000US4112150,4106712150,"Cedar Mill CDP, Oregon",11934,964,null,null,5938,null,606,null,21,null,25,null,0,20,null,null,101,null,74,null,37,56,null,null,0,null,20,null,0,20,null,null,26,null,32,null,29,31,null,null,482,225,null,null,259,null,187,null,670,195,null,null,217,104,null,null,2422,null,529,null,1127,253,null,null,189,null,88,null,358,null,105,null,5996,null,507,null,6,15,null,null,37,56,null,null,37,51,null,null,41,null,43,null,0,20,null,null,0,null,20,null,17,25,null,null,50,44,null,null,665,null,184,null,153,null,90,null,676,205,null,null,234,null,96,null,2338,437,null,null,1224,null,360,null,275,null,121,null,243,112,null,null
1600000US4121215,4105121215,"Dunthorpe CDP, Oregon",1249,302,null,null,602,null,159,null,8,null,14,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,3,null,4,null,3,5,null,null,8,11,null,null,4,null,6,null,57,48,null,null,9,9,null,null,281,null,132,null,62,24,null,null,139,null,43,null,28,null,17,null,647,null,163,null,6,10,null,null,0,13,null,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,3,5,null,null,4,null,6,null,8,null,8,null,113,143,null,null,27,null,15,null,238,61,null,null,106,null,44,null,114,null,40,null,28,18,null,null
1600000US4124250,4105124250,"Fairview city, Oregon",7916,531,null,null,3694,null,514,null,0,null,20,null,111,191,null,null,0,null,20,null,59,70,null,null,84,null,122,null,55,57,null,null,121,null,105,null,122,111,null,null,1117,319,null,null,254,null,133,null,488,253,null,null,469,254,null,null,576,null,229,null,131,82,null,null,39,null,47,null,68,null,51,null,4222,null,475,null,0,20,null,null,24,44,null,null,0,20,null,null,21,null,35,null,61,96,null,null,75,null,70,null,99,123,null,null,70,72,null,null,1044,null,333,null,601,null,278,null,978,293,null,null,406,null,194,null,470,174,null,null,310,null,170,null,52,null,57,null,11,33,null,null
1600000US4131250,4105131250,"Gresham city, Oregon",76836,1402,null,null,37702,null,1127,null,600,null,269,null,349,199,null,null,582,null,249,null,577,291,null,null,562,null,254,null,644,197,null,null,481,null,206,null,977,246,null,null,10659,926,null,null,3204,null,452,null,7130,764,null,null,3712,501,null,null,5744,null,604,null,1758,318,null,null,508,null,208,null,215,null,118,null,39134,null,954,null,773,214,null,null,292,145,null,null,639,236,null,null,439,null,213,null,609,248,null,null,616,null,219,null,418,190,null,null,915,225,null,null,10156,null,800,null,3631,null,454,null,6799,602,null,null,4149,null,602,null,6130,599,null,null,2918,null,427,null,362,null,154,null,288,131,null,null
1600000US4140550,4100540550,"Lake Oswego city, Oregon",29355,592,null,null,14181,null,502,null,44,null,46,null,0,27,null,null,4,null,11,null,0,27,null,null,25,null,30,null,1,3,null,null,44,null,54,null,34,32,null,null,940,269,null,null,570,null,209,null,1211,238,null,null,747,202,null,null,5697,null,465,null,2594,341,null,null,1434,null,318,null,836,null,220,null,15174,null,460,null,45,42,null,null,33,52,null,null,0,27,null,null,1,null,5,null,0,27,null,null,29,null,27,null,15,17,null,null,125,81,null,null,902,null,180,null,584,null,171,null,1691,252,null,null,952,null,226,null,5951,406,null,null,3479,null,373,null,746,null,165,null,621,195,null,null
1600000US4146730,4105146730,"Maywood Park city, Oregon",818,180,null,null,394,null,83,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,0,null,13,null,4,7,null,null,16,null,13,null,3,4,null,null,70,39,null,null,42,null,22,null,77,35,null,null,51,21,null,null,82,null,23,null,16,9,null,null,25,null,17,null,8,null,9,null,424,null,122,null,0,13,null,null,0,13,null,null,0,13,null,null,0,null,13,null,0,13,null,null,6,null,7,null,0,13,null,null,0,13,null,null,86,null,66,null,24,null,13,null,48,22,null,null,73,null,53,null,124,50,null,null,46,null,19,null,11,null,7,null,6,7,null,null
1600000US4148650,4100548650,"Milwaukie city, Oregon",15565,503,null,null,7652,null,470,null,59,null,83,null,1,6,null,null,10,null,22,null,31,42,null,null,60,null,52,null,83,48,null,null,101,null,78,null,74,53,null,null,1813,312,null,null,565,null,143,null,1543,235,null,null,613,226,null,null,2018,null,402,null,514,146,null,null,78,null,61,null,89,null,57,null,7913,null,362,null,61,58,null,null,9,14,null,null,0,24,null,null,43,null,34,null,59,70,null,null,18,null,19,null,26,30,null,null,139,73,null,null,1533,null,314,null,635,null,161,null,1270,210,null,null,792,null,208,null,2011,306,null,null,900,null,196,null,224,null,101,null,193,93,null,null
1600000US4155500,4105155500,"Orient CDP, Oregon",407,241,null,null,203,null,165,null,0,null,13,null,53,84,null,null,0,null,13,null,0,13,null,null,0,null,13,null,14,23,null,null,0,null,13,null,0,13,null,null,77,78,null,null,15,null,26,null,0,13,null,null,0,13,null,null,44,null,53,null,0,13,null,null,0,null,13,null,0,null,13,null,204,null,107,null,0,13,null,null,0,13,null,null,4,9,null,null,0,null,13,null,0,13,null,null,0,null,13,null,0,13,null,null,13,21,null,null,47,null,68,null,42,null,69,null,0,13,null,null,42,null,35,null,56,70,null,null,0,null,13,null,0,null,13,null,0,13,null,null
1600000US4159000,4105159000,"Portland city, Oregon",486100,1499,null,null,240412,null,1327,null,2904,null,399,null,689,237,null,null,1742,null,389,null,1537,330,null,null,2090,null,601,null,1605,304,null,null,2608,null,540,null,3636,548,null,null,40122,1784,null,null,12675,null,883,null,36106,1470,null,null,16473,1082,null,null,72436,null,2095,null,28745,1216,null,null,11148,null,828,null,5896,null,513,null,245688,null,1097,null,3628,441,null,null,1120,348,null,null,1578,281,null,null,1865,null,413,null,1109,272,null,null,1708,null,335,null,1737,410,null,null,3247,522,null,null,33248,null,1528,null,12647,null,823,null,32701,1419,null,null,16920,null,1017,null,79304,1912,null,null,39035,null,1263,null,9953,null,868,null,5888,562,null,null
1600000US4174850,4105174850,"Troutdale city, Oregon",10444,744,null,null,5344,null,458,null,108,null,63,null,35,60,null,null,64,null,88,null,58,68,null,null,50,null,66,null,33,47,null,null,15,null,19,null,91,59,null,null,1517,318,null,null,533,null,181,null,873,286,null,null,697,176,null,null,1073,null,230,null,165,77,null,null,32,null,34,null,0,null,20,null,5100,null,417,null,94,58,null,null,20,26,null,null,70,59,null,null,25,null,44,null,48,37,null,null,34,null,29,null,101,117,null,null,68,48,null,null,1481,null,298,null,504,null,152,null,665,186,null,null,598,null,187,null,881,206,null,null,463,null,169,null,0,null,20,null,48,33,null,null
1600000US4180025,4106780025,"West Haven-Sylvan CDP, Oregon",5985,603,null,null,2720,null,352,null,1,null,3,null,0,18,null,null,13,null,21,null,0,18,null,null,0,null,18,null,0,18,null,null,0,null,18,null,0,18,null,null,151,119,null,null,71,null,60,null,535,215,null,null,54,44,null,null,924,null,257,null,475,170,null,null,229,null,175,null,267,null,155,null,3265,null,385,null,6,13,null,null,0,18,null,null,0,18,null,null,16,null,23,null,10,16,null,null,0,null,18,null,0,18,null,null,0,18,null,null,350,null,245,null,74,null,51,null,231,119,null,null,328,null,171,null,1185,243,null,null,697,null,183,null,237,null,117,null,131,79,null,null
1600000US4183950,4105183950,"Wood Village city, Oregon",2619,233,null,null,1490,null,268,null,0,null,13,null,49,50,null,null,74,null,61,null,46,73,null,null,84,null,67,null,54,49,null,null,20,null,23,null,33,37,null,null,548,200,null,null,59,null,32,null,221,134,null,null,103,54,null,null,114,null,86,null,60,72,null,null,25,null,30,null,0,null,13,null,1129,null,159,null,62,46,null,null,45,47,null,null,85,50,null,null,21,null,26,null,20,30,null,null,0,null,13,null,11,16,null,null,21,25,null,null,259,null,112,null,54,null,40,null,236,97,null,null,83,null,69,null,114,55,null,null,72,null,52,null,46,null,39,null,0,13,null,null
1600000US4101650,4106701650,"Aloha CDP, Oregon",35725,1324,null,null,17769,null,816,null,514,null,324,null,126,104,null,null,161,null,97,null,126,134,null,null,153,null,87,null,358,136,null,null,148,null,101,null,458,189,null,null,4245,666,null,null,1062,null,240,null,2484,294,null,null,2174,321,null,null,3984,null,487,null,1193,227,null,null,86,null,58,null,497,null,185,null,17956,null,811,null,506,287,null,null,205,200,null,null,352,286,null,null,165,null,138,null,131,85,null,null,103,null,67,null,116,74,null,null,181,75,null,null,4311,null,565,null,1375,null,254,null,2961,463,null,null,1983,null,407,null,4013,354,null,null,1213,null,194,null,222,null,107,null,119,73,null,null
